HotelName,HotelPrice,HotelLink
昆明联航大酒店(长水国际机场店),¥173起,/hotel/hoteldetail?hotelId=91639677&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A91639677%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
山色庄园·轻奢度假民宿,¥339起,/hotel/hoteldetail?hotelId=68891592&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A68891592%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
莫太酒店(昆明长水国际机场店),¥136起,/hotel/hoteldetail?hotelId=02501528&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A2501528%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
喜菲亚酒店(昆明高铁南站店),¥155起,/hotel/hoteldetail?hotelId=93613603&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93613603%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
鸿都酒店(昆明高铁南站大学城店),¥157起,/hotel/hoteldetail?hotelId=92499501&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92499501%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明双航酒店,¥212起,/hotel/hoteldetail?hotelId=61026090&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A61026090%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明彩云里凯世精品酒店,¥712起,/hotel/hoteldetail?hotelId=92447454&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A92447454%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
维也纳国际酒店(昆明新螺狮湾万科魅力之城广卫地铁站店),¥340起,/hotel/hoteldetail?hotelId=60267867&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A60267867%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
德庭花园酒店(昆明高新西城时代店),¥627起,/hotel/hoteldetail?hotelId=64019998&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A64019998%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
城市便捷酒店(昆明长水机场中心店),¥157起,/hotel/hoteldetail?hotelId=93230165&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3A790ec162-f990-4dbc-b08f-25b14d025e66%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A93230165%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
德庭花园酒店(昆明高新西城时代店),¥627起,/hotel/hoteldetail?hotelId=64019998&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64019998%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明世纪金源大饭店,¥499起,/hotel/hoteldetail?hotelId=52501028&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A52501028%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明联航大酒店(长水国际机场店),¥173起,/hotel/hoteldetail?hotelId=91639677&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A91639677%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明兰舍酒店,¥271起,/hotel/hoteldetail?hotelId=92964038&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A92964038%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明富力万达文华酒店,¥1066起,/hotel/hoteldetail?hotelId=90541428&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A90541428%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
宜尚酒店(昆明火车站环城南路地铁站店),¥323起,/hotel/hoteldetail?hotelId=93683476&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A93683476%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
凯俪国际精品酒店(昆明万达广场店),¥318起,/hotel/hoteldetail?hotelId=90973942&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90973942%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明白日青春酒店(南屏街东风广场店),¥447起,/hotel/hoteldetail?hotelId=93955933&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A93955933%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
高原明珠大酒店(昆明昌宏路店),¥274起,/hotel/hoteldetail?hotelId=91772082&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A91772082%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
莫太酒店(昆明长水国际机场店),¥136起,/hotel/hoteldetail?hotelId=02501528&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A2501528%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
荆棘花开假日酒店(昆明小西门店),¥180起,/hotel/hoteldetail?hotelId=92375116&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A92375116%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明Vi.Home艺术酒店,¥143起,/hotel/hoteldetail?hotelId=93069772&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A93069772%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明喜舍隐市酒店(南屏街金鹰广场店),¥464起,/hotel/hoteldetail?hotelId=93699029&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A93699029%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大长航酒店(昆明长水机场店),¥170起,/hotel/hoteldetail?hotelId=92310387&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A92310387%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明九龙福宾馆,¥86起,/hotel/hoteldetail?hotelId=90756680&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90756680%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明花之城豪生国际大酒店,¥350起,/hotel/hoteldetail?hotelId=93083825&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A93083825%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明南站希尔顿欢朋酒店,¥423起,/hotel/hoteldetail?hotelId=61166176&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A61166176%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
泊隅智能酒店(昆明万达广场店),¥333起,/hotel/hoteldetail?hotelId=92169513&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A92169513%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
梦景喜月酒店(昆明王府井金马碧鸡坊店),¥555起,/hotel/hoteldetail?hotelId=93643194&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A93643194%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明凡叶酒店,¥226起,/hotel/hoteldetail?hotelId=93459999&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A93459999%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明滇池度假区江野连锁花园酒店,¥269起,/hotel/hoteldetail?hotelId=92492491&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92492491%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明金鹰广场酒店,¥513起,/hotel/hoteldetail?hotelId=52501036&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A52501036%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明云闲居茶文化主题酒店,¥253起,/hotel/hoteldetail?hotelId=93431283&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A93431283%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
宜尚酒店(昆明国际机场店),¥296起,/hotel/hoteldetail?hotelId=93673686&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A93673686%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
梦景·旺角精品酒店(昆明滇池海埂公园店),¥471起,/hotel/hoteldetail?hotelId=92292478&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A92292478%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
IU酒店(昆明西山万达大悦城火车站店),¥162起,/hotel/hoteldetail?hotelId=91754979&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A91754979%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
Q加·雄得大酒店(昆明长水国际机场店),¥145起,/hotel/hoteldetail?hotelId=91636648&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A91636648%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
昆明睿鑫快捷酒店,¥134起,/hotel/hoteldetail?hotelId=92776143&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92776143%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
Ananas安舍酒店(昆明北辰世博园店),¥403起,/hotel/hoteldetail?hotelId=93385646&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2501%7C%2a%7CqId%3Aa68f4853-9a77-4b65-801c-52075f195ab3%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2501%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93385646%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
