HotelName,HotelPrice,HotelLink
MAX·锦尚酒店(西安高铁北站市政府店),¥136起,/hotel/hoteldetail?hotelId=93297485&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A641a9ee3-cae1-49be-9026-8a29711be658%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A93297485%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
睿居·简素酒店(西安钟鼓楼回民街店),¥172起,/hotel/hoteldetail?hotelId=94292356&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A641a9ee3-cae1-49be-9026-8a29711be658%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A94292356%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昊德商务酒店(西安钟楼回民街店),¥136起,/hotel/hoteldetail?hotelId=02701537&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A641a9ee3-cae1-49be-9026-8a29711be658%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A2701537%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安回坊轩礼精品酒店,¥290起,/hotel/hoteldetail?hotelId=60513674&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A641a9ee3-cae1-49be-9026-8a29711be658%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A60513674%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
星辰酒店(西安钟鼓楼回民街店),¥143起,/hotel/hoteldetail?hotelId=91740153&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A641a9ee3-cae1-49be-9026-8a29711be658%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A91740153%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安Meet花啡艺术酒店,¥164起,/hotel/hoteldetail?hotelId=93639821&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A641a9ee3-cae1-49be-9026-8a29711be658%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A93639821%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安诺世嘉顿酒店,¥486起,/hotel/hoteldetail?hotelId=92447222&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92447222%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安四季玉兰精选酒店,¥201起,/hotel/hoteldetail?hotelId=91777150&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A91777150%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
快乐驿站商务宾馆(西安咸阳国际机场店),¥73起,/hotel/hoteldetail?hotelId=12701183&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A12701183%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
丽橙酒店·逸(西安钟鼓楼小寨大唐不夜城店),¥341起,/hotel/hoteldetail?hotelId=32701015&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A32701015%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
昊德商务酒店(西安钟楼回民街店),¥136起,/hotel/hoteldetail?hotelId=02701537&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A2701537%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
雅夫酒店(西安钟鼓楼店),¥187起,/hotel/hoteldetail?hotelId=90916641&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90916641%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
美丽豪酒店(西安小寨大雁塔大唐不夜城店),¥448起,/hotel/hoteldetail?hotelId=90891723&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90891723%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
云和夜泊酒店(西安钟鼓楼南门店),¥477起,/hotel/hoteldetail?hotelId=65613995&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A65613995%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安北大街希尔顿欢朋酒店,¥338起,/hotel/hoteldetail?hotelId=93620933&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93620933%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
来住酒店(西安小寨店),¥310起,/hotel/hoteldetail?hotelId=94077614&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A94077614%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安Meet花啡艺术酒店,¥164起,/hotel/hoteldetail?hotelId=93639821&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A93639821%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
雅致酒店(西安曲江大雁塔大唐不夜城店),¥694起,/hotel/hoteldetail?hotelId=93391806&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A93391806%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安東舍酒店,¥361起,/hotel/hoteldetail?hotelId=91191273&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A91191273%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
斯瑞特国际酒店,¥507起,/hotel/hoteldetail?hotelId=52701093&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A52701093%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
启航商务酒店(西安咸阳国际机场店),¥89起,/hotel/hoteldetail?hotelId=12701452&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A12701452%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪丽致酒店(西安鼓楼店),¥329起,/hotel/hoteldetail?hotelId=92222955&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A92222955%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
西港酒店(西安小寨大雁塔店),¥264起,/hotel/hoteldetail?hotelId=93358218&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93358218%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
合宿设计师酒店(西安钟鼓楼南门小寨大唐不夜城店),¥299起,/hotel/hoteldetail?hotelId=93624551&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A93624551%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
未来生活·悦莅酒店(西安经开区凤城五路地铁站店),¥242起,/hotel/hoteldetail?hotelId=93469582&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A93469582%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
璞隐酒店(西安大雁塔大唐不夜城店),¥327起,/hotel/hoteldetail?hotelId=91836051&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A91836051%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
铁通精品商务酒店(西安电子科技大学店),¥114起,/hotel/hoteldetail?hotelId=32701021&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A32701021%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪酒店(西安曲江大雁塔大唐不夜城店),¥344起,/hotel/hoteldetail?hotelId=93557938&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A93557938%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
栖瑜酒店(西安老城根店),¥196起,/hotel/hoteldetail?hotelId=93036092&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A93036092%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
菲林酒店(西安钟鼓楼南门店),¥489起,/hotel/hoteldetail?hotelId=92409831&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A92409831%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
菲林酒店(西安纺织城地铁站唐都医院店),¥228起,/hotel/hoteldetail?hotelId=93443673&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A93443673%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安铂菲朗酒店,¥553起,/hotel/hoteldetail?hotelId=92744411&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A92744411%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
君豪商务宾馆(西安咸阳国际机场店),¥67起,/hotel/hoteldetail?hotelId=90892689&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90892689%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪丽致酒店(西安经开区市图书馆地铁站店),¥407起,/hotel/hoteldetail?hotelId=90018724&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90018724%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
西安乐享精美主题酒店,¥158起,/hotel/hoteldetail?hotelId=92782871&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2701%7C%2a%7CqId%3A83c17482-acc2-4c7f-be8b-5638a97977ce%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2701%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A92782871%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
