HotelName,HotelPrice,HotelLink
青岛昇月海趣民宿,¥1600起,/hotel/hoteldetail?hotelId=72897132&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A72897132%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
花筑奢·子衿度假酒店(青岛融创藏马山阿朵花屿店),¥651起,/hotel/hoteldetail?hotelId=69756080&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A69756080%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
中航翔通游艇会酒店(青岛奥帆中心五四广场店),¥695起,/hotel/hoteldetail?hotelId=01601366&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A1601366%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛八大关锦绣园酒店,¥800起,/hotel/hoteldetail?hotelId=41601158&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A41601158%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛如家港湾观海日租房(栈桥火车站东出站口店),¥123起,/hotel/hoteldetail?hotelId=90801565&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90801565%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
暖阳公寓(青岛国际会展中心店),¥274起,/hotel/hoteldetail?hotelId=94060955&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A94060955%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛那鲁湾海景假日公寓,¥315起,/hotel/hoteldetail?hotelId=91090260&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A91090260%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
山东健康丽呈睿轩青岛栈桥酒店,¥520起,/hotel/hoteldetail?hotelId=41601024&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A41601024%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛富利鑫酒店,¥198起,/hotel/hoteldetail?hotelId=94077360&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A94077360%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
美悦海景酒店公寓(青岛五四广场万象城店),¥582起,/hotel/hoteldetail?hotelId=91861988&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad0971ee5-aa6a-44ca-b8b2-5e3c89cf48e4%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A91861988%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛丽天大酒店,¥629起,/hotel/hoteldetail?hotelId=31601021&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A31601021%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
斯维登精品公寓(青岛会展中心石老人海水浴场),¥548起,/hotel/hoteldetail?hotelId=93366303&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A93366303%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛海天大酒店,¥1720起,/hotel/hoteldetail?hotelId=51601002&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A51601002%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛金石国际大酒店,¥965起,/hotel/hoteldetail?hotelId=91676755&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A91676755%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛奥帆五四广场亚朵酒店,¥592起,/hotel/hoteldetail?hotelId=91492516&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A91492516%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
慕舍·贝格酒店公寓(青岛万象城奥帆五四广场店),¥861起,/hotel/hoteldetail?hotelId=92139504&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A92139504%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
格雷斯精选酒店(青岛即墨古城店),¥294起,/hotel/hoteldetail?hotelId=93435962&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A93435962%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛北站新都心亚朵酒店,¥560起,/hotel/hoteldetail?hotelId=92374324&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92374324%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛栈桥海景亚朵酒店,¥592起,/hotel/hoteldetail?hotelId=93676000&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93676000%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛鑫江温德姆酒店,¥519起,/hotel/hoteldetail?hotelId=51601019&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A51601019%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
桔子酒店(青岛北站四流南路店),¥422起,/hotel/hoteldetail?hotelId=92192212&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A92192212%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛栈桥火车站主题海景日租房,¥64起,/hotel/hoteldetail?hotelId=01601843&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A1601843%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛五四广场八大关亚朵S酒店,¥700起,/hotel/hoteldetail?hotelId=61155172&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A61155172%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛金沙滩亚朵酒店,¥776起,/hotel/hoteldetail?hotelId=93979350&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93979350%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛黑龙江中路亚朵酒店,¥433起,/hotel/hoteldetail?hotelId=93578025&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A93578025%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛星河湾酒店,¥652起,/hotel/hoteldetail?hotelId=93954437&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A93954437%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛城阳亚朵酒店,¥501起,/hotel/hoteldetail?hotelId=93516437&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93516437%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛天一仁和智选假日酒店,¥403起,/hotel/hoteldetail?hotelId=94078224&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A94078224%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
慕舍贝格酒店·港湾里,¥795起,/hotel/hoteldetail?hotelId=94034445&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A94034445%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
千寻海景酒店(青岛金沙滩唐岛湾店),¥854起,/hotel/hoteldetail?hotelId=63650514&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A63650514%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛威斯汀酒店,¥1453起,/hotel/hoteldetail?hotelId=51601148&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A51601148%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛中央商务区亚朵轻居酒店,¥450起,/hotel/hoteldetail?hotelId=94040521&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A94040521%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛香格里拉大酒店,¥1312起,/hotel/hoteldetail?hotelId=51601003&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A51601003%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪丽致酒店(青岛中央商务区店),¥1012起,/hotel/hoteldetail?hotelId=93439222&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A93439222%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛海景花园大酒店,¥1601起,/hotel/hoteldetail?hotelId=41601002&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A41601002%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛五四广场云霄路亚朵酒店,¥576起,/hotel/hoteldetail?hotelId=93392101&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A93392101%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛美墅假期酒店30号海边别墅,¥970起,/hotel/hoteldetail?hotelId=90954351&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90954351%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
青岛蓝朵海景假日公寓,¥502起,/hotel/hoteldetail?hotelId=93365876&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1601%7C%2a%7CqId%3Ad7e6ac8d-8d33-4d7b-9430-3a6729d2d469%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1601%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A93365876%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
