HotelName,HotelPrice,HotelLink
米兰小筑公寓(广州南站店),¥34起,/hotel/hoteldetail?hotelId=60937567&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A60937567%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
君尚公寓(广州南站店),¥54起,/hotel/hoteldetail?hotelId=92771412&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92771412%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
赛楠商务酒店(广州新塘地铁站店),¥131起,/hotel/hoteldetail?hotelId=02001110&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A2001110%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
博雅居公寓(广州南站店),¥65起,/hotel/hoteldetail?hotelId=94087661&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A94087661%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
城北酒店公寓(广州番禺儿童公园店),¥179起,/hotel/hoteldetail?hotelId=63464564&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A63464564%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
威尼斯特(广州新白云国际机场店),¥159起,/hotel/hoteldetail?hotelId=93557347&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A93557347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
梵铂(广州白云机场体验店),¥306起,/hotel/hoteldetail?hotelId=93451467&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A93451467%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
素寓(广州涉外经济学院店),¥202起,/hotel/hoteldetail?hotelId=61979236&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A61979236%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
兰斯(广州新白云国际机场店),¥143起,/hotel/hoteldetail?hotelId=93367721&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93367721%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
赛楠商务酒店(广州黄埔南岗万达店),¥137起,/hotel/hoteldetail?hotelId=92511453&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A92511453%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
维斯登旗舰店(广州新白云国际机场店),¥110起,/hotel/hoteldetail?hotelId=93283619&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A93283619%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
赛楠酒店(广州增城万达挂绿广场店),¥104起,/hotel/hoteldetail?hotelId=90950907&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90950907%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
赛楠商务酒店(广州永泰地铁站店),¥142起,/hotel/hoteldetail?hotelId=42001422&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A42001422%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
广州白天鹅宾馆,¥817起,/hotel/hoteldetail?hotelId=52001001&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A52001001%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
希尔曼国际公寓(广州珠江新城地铁站店),¥233起,/hotel/hoteldetail?hotelId=92358940&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92358940%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
壹加壹精品(广州新白云国际机场店),¥104起,/hotel/hoteldetail?hotelId=92042149&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A92042149%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
铂曼主题公寓(广州南站店),¥54起,/hotel/hoteldetail?hotelId=91249796&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A91249796%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
凯旋龙酒店(广州中山眼科区庄地铁站店),¥312起,/hotel/hoteldetail?hotelId=22001106&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A22001106%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
广州特美声酒店,¥145起,/hotel/hoteldetail?hotelId=90167749&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A90167749%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
耐斯顿主题公寓(广州南站店),¥47起,/hotel/hoteldetail?hotelId=94350674&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A94350674%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
宜必斯·精选(广州新白云国际机场店),¥177起,/hotel/hoteldetail?hotelId=61123201&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A61123201%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
万泓国际酒店(广州番禺万达店),¥344起,/hotel/hoteldetail?hotelId=92497495&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92497495%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
素寓酒店(广州天河客运站店),¥173起,/hotel/hoteldetail?hotelId=90032902&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A90032902%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
美丽豪酒店(广州番禺店),¥470起,/hotel/hoteldetail?hotelId=92497145&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A92497145%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
广东地质山水酒店,¥482起,/hotel/hoteldetail?hotelId=42001282&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A42001282%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
梵悦(广州新白云国际机场体验店),¥126起,/hotel/hoteldetail?hotelId=94082454&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A94082454%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
广州碧水湾温泉度假村,¥944起,/hotel/hoteldetail?hotelId=42001075&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A42001075%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
麗枫酒店(广州北京路步行街海珠广场地铁站店),¥269起,/hotel/hoteldetail?hotelId=90186118&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90186118%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
新月集(广州新白云国际机场直营店),¥155起,/hotel/hoteldetail?hotelId=63598290&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2001%7C%2a%7CqId%3A8c413be0-3f26-4a7e-a1aa-67cc5204dafa%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2001%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A63598290%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A1%7C%2a%7Cpage_size%3A20%7C%2a%7C
